;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
10090;"Его крик был криком Гарри, его боль – болью Гарри… и это могло случиться здесь, где однажды уже случилось… недалеко от дома, где он едва не познакомился со смертью… смерть… боль была так ужасна… его выдернуло из тела… но раз у него нет тела, почему же так болит голова; если он мертв, почему ему так плохо, разве боль не прекращается после смерти, разве она не уходит?";81;"[{'DET': 'его'}, {'NOUN': 'крик'}, {'AUX': 'быть'}, {'NOUN': 'крик'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'DET': 'его'}, {'NOUN': 'боль'}, {'PUNCT': '–'}, {'NOUN': 'боль'}, {'PROPN': 'гарри'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'PRON': 'это'}, {'VERB': 'мочь'}, {'VERB': 'случиться'}, {'ADV': 'здесь'}, {'PUNCT': ','}, {'ADV': 'где'}, {'ADV': 'однажды'}, {'ADV': 'уже'}, {'VERB': 'случиться'}, {'PUNCT': '…'}, {'ADV': 'недалеко'}, {'ADP': 'от'}, {'NOUN': 'дом'}, {'PUNCT': ','}, {'ADV': 'где'}, {'PRON': 'он'}, {'ADV': 'едва'}, {'PART': 'не'}, {'VERB': 'познакомиться'}, {'ADP': 'с'}, {'NOUN': 'смерть'}, {'PUNCT': '…'}, {'NOUN': 'смерть'}, {'PUNCT': '…'}, {'NOUN': 'боль'}, {'AUX': 'быть'}, {'ADV': 'так'}, {'ADJ': 'ужасный'}, {'PUNCT': '…'}, {'PRON': 'он'}, {'VERB': 'выдернуть'}, {'ADP': 'из'}, {'NOUN': 'тело'}, {'PUNCT': '…'}, {'CCONJ': 'но'}, {'SCONJ': 'раз'}, {'ADP': 'у'}, {'PRON': 'он'}, {'VERB': 'нет'}, {'NOUN': 'тело'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'PART': 'же'}, {'ADV': 'так'}, {'VERB': 'болеть'}, {'NOUN': 'голова'}, {'PUNCT': ';'}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'ADJ': 'мертвый'}, {'PUNCT': ','}, {'ADV': 'почему'}, {'PRON': 'он'}, {'ADV': 'так'}, {'ADJ': 'плохой'}, {'PUNCT': ','}, {'PART': 'разве'}, {'NOUN': 'боль'}, {'PART': 'не'}, {'VERB': 'прекращаться'}, {'ADP': 'после'}, {'NOUN': 'смерть'}, {'PUNCT': ','}, {'PART': 'разве'}, {'PRON': 'она'}, {'PART': 'не'}, {'VERB': 'уходить'}, {'PUNCT': '?'}]";"где; где; почему; почему";[{'ADV': 'где'}, {'ADV': 'где'}, {'ADV': 'почему'}, {'ADV': 'почему'}]
10124;Гриндельвальд, отчисленный из «Дурмштранга» за нападения на соучеников, едва не закончившиеся роковым образом, сбежал из страны через несколько часов после смерти девочки, и Альбус (от стыда?;34;[{'PROPN': 'гриндельвальд'}, {'PUNCT': ','}, {'VERB': 'отчислить'}, {'ADP': 'из'}, {'PUNCT': '«'}, {'PROPN': 'дурмштранг'}, {'PUNCT': '»'}, {'ADP': 'за'}, {'NOUN': 'нападение'}, {'ADP': 'на'}, {'NOUN': 'соученик'}, {'PUNCT': ','}, {'ADV': 'едва'}, {'PART': 'не'}, {'VERB': 'закончиться'}, {'ADJ': 'роковой'}, {'NOUN': 'образ'}, {'PUNCT': ','}, {'VERB': 'сбежать'}, {'ADP': 'из'}, {'NOUN': 'страна'}, {'ADP': 'через'}, {'NUM': 'несколько'}, {'NOUN': 'час'}, {'ADP': 'после'}, {'NOUN': 'смерть'}, {'NOUN': 'девочка'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'PROPN': 'альбус'}, {'PUNCT': '('}, {'ADP': 'от'}, {'NOUN': 'стыд'}, {'PUNCT': '?'}];0;0
10154;Какого рожна, – задыхаясь, выговорил Рон, держа на весу окаянт, который качался взад-вперед, будто на сеансе гипноза, – ты не снял эту пакость перед тем, как нырнуть?;35;[{'DET': 'какой'}, {'NOUN': 'рожон'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'задыхаясь'}, {'PUNCT': ','}, {'NOUN': 'выговорить'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'VERB': 'держать'}, {'ADP': 'на'}, {'NOUN': 'вес'}, {'NOUN': 'окаянт'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'качаться'}, {'NOUN': 'взад-вперед'}, {'PUNCT': ','}, {'SCONJ': 'будто'}, {'ADP': 'на'}, {'NOUN': 'сеанс'}, {'NOUN': 'гипноз'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'снять'}, {'DET': 'этот'}, {'NOUN': 'пакость'}, {'ADP': 'перед'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'VERB': 'нырнуть'}, {'PUNCT': '?'}];"какой; как";[{'DET': 'какой'}, {'SCONJ': 'как'}]
10173;Хихикая, она закачалась перед Роном, который потрясенно застыл, беспомощно опустив меч: –Да кто на тебя посмотрит, кто обратит внимание, когда рядом сам Гарри Поттер?;32;[{'PROPN': 'хихикая'}, {'PUNCT': ','}, {'PRON': 'она'}, {'VERB': 'закачаться'}, {'ADP': 'перед'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'PRON': 'который'}, {'NOUN': 'потрясенно'}, {'VERB': 'застынуть'}, {'PUNCT': ','}, {'ADV': 'беспомощно'}, {'VERB': 'опустить'}, {'NOUN': 'меч'}, {'PUNCT': ':'}, {'PUNCT': '–'}, {'CCONJ': 'да'}, {'PRON': 'кто'}, {'ADP': 'на'}, {'PRON': 'ты'}, {'VERB': 'посмотреть'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'обратить'}, {'NOUN': 'внимание'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'ADV': 'рядом'}, {'ADJ': 'сам'}, {'PROPN': 'гарри'}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];"кто; кто; когда";[{'PRON': 'кто'}, {'PRON': 'кто'}, {'SCONJ': 'когда'}]
10267;Но, стало быть, – Гермиона говорила медленно и, почувствовал Гарри, скрывая скепсис, – вы верите, что эти предметы – Дары – в самом деле существуют?;32;[{'CCONJ': 'но'}, {'PUNCT': ','}, {'VERB': 'стать'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'гермиона'}, {'VERB': 'говорить'}, {'ADV': 'медленно'}, {'CCONJ': 'и'}, {'PUNCT': ','}, {'VERB': 'почувствовать'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'VERB': 'скрывать'}, {'NOUN': 'скепсис'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'вы'}, {'VERB': 'верить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'DET': 'этот'}, {'NOUN': 'предмет'}, {'PUNCT': '–'}, {'NOUN': 'дар'}, {'PUNCT': '–'}, {'ADP': 'в'}, {'ADJ': 'сам'}, {'NOUN': 'дело'}, {'VERB': 'существовать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
10321;А до того, – (снова хлопок и вопль), – на доказательство существования складко… – (хлоп!), – рогих… – (хлоп!), – стеклопов?;36;[{'CCONJ': 'а'}, {'ADP': 'до'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PUNCT': '('}, {'ADV': 'снова'}, {'NOUN': 'хлопок'}, {'CCONJ': 'и'}, {'NOUN': 'вопль'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADP': 'на'}, {'NOUN': 'доказательство'}, {'NOUN': 'существование'}, {'NOUN': 'складкий'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'PUNCT': '('}, {'VERB': 'хлоп'}, {'PUNCT': '!'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'рогое'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'PUNCT': '('}, {'VERB': 'хлоп'}, {'PUNCT': '!'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'стеклоп'}, {'PUNCT': '?'}];0;0
10428;Если у вас духу не хватает, я возьму все себе, а если подфартит, то и девчонку в придачу! …окно – прорезь в черной скале, слишком узкая, взрослому человеку не пролезть… внутри кто-то едва различимый, почти скелет, под одеялом… мертв – или спит?;54;[{'SCONJ': 'если'}, {'ADP': 'у'}, {'PRON': 'вы'}, {'NOUN': 'дух'}, {'PART': 'не'}, {'VERB': 'хватать'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'взять'}, {'PRON': 'весь'}, {'PRON': 'себя'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'SCONJ': 'если'}, {'VERB': 'подфартить'}, {'PUNCT': ','}, {'SCONJ': 'то'}, {'PART': 'и'}, {'VERB': 'девчонка'}, {'ADP': 'в'}, {'NOUN': 'придача'}, {'PUNCT': '!'}, {'PUNCT': '…'}, {'NOUN': 'окно'}, {'PUNCT': '–'}, {'NOUN': 'прорезь'}, {'ADP': 'в'}, {'ADJ': 'черный'}, {'NOUN': 'скала'}, {'PUNCT': ','}, {'ADV': 'слишком'}, {'ADJ': 'узкий'}, {'PUNCT': ','}, {'ADJ': 'взрослый'}, {'NOUN': 'человек'}, {'PART': 'не'}, {'VERB': 'пролезть'}, {'PUNCT': '…'}, {'ADV': 'внутри'}, {'PRON': 'кто-то'}, {'PART': 'едва'}, {'VERB': 'различимый'}, {'PUNCT': ','}, {'ADV': 'почти'}, {'NOUN': 'скелет'}, {'PUNCT': ','}, {'ADP': 'под'}, {'NOUN': 'одеяло'}, {'PUNCT': '…'}, {'ADJ': 'мертвый'}, {'PUNCT': '–'}, {'CCONJ': 'или'}, {'VERB': 'спать'}, {'PUNCT': '?'}];0;0
10518;Вы, должно быть, не помните… – начал Гарри. – …что я показал тебе твой сейф, когда ты в первый раз пришел в «Гринготтс»?;32;[{'PRON': 'вы'}, {'PUNCT': ','}, {'ADJ': 'должный'}, {'VERB': 'быть'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'помнить'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'VERB': 'начать'}, {'PROPN': 'гарри'}, {'PUNCT': '.'}, {'PUNCT': '–'}, {'PUNCT': '…'}, {'PRON': 'что'}, {'PRON': 'я'}, {'VERB': 'показать'}, {'PRON': 'ты'}, {'DET': 'твой'}, {'NOUN': 'сейф'}, {'PUNCT': ','}, {'SCONJ': 'когда'}, {'PRON': 'ты'}, {'ADP': 'в'}, {'ADJ': 'первый'}, {'NOUN': 'раз'}, {'VERB': 'прийти'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'гринготтс'}, {'PUNCT': '»'}, {'PUNCT': '?'}];"что; когда";[{'PRON': 'что'}, {'SCONJ': 'когда'}]
10577;«А вдруг Думбльдор хотел, чтобы мы расшифровали символ вовремя и нашли палочку?», «А вдруг тот, кто расшифрует символ, достоин получить Дары?», «Гарри, но если это и впрямь бузинная палочка, как же мы, спрашивается, прикончим Сам-Знаешь-Кого?».;54;[{'PUNCT': '«'}, {'CCONJ': 'а'}, {'ADV': 'вдруг'}, {'PROPN': 'думбльдор'}, {'VERB': 'хотеть'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'мы'}, {'VERB': 'расшифровать'}, {'NOUN': 'символ'}, {'ADV': 'вовремя'}, {'CCONJ': 'и'}, {'VERB': 'найти'}, {'NOUN': 'палочка'}, {'PUNCT': '?'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'PUNCT': '«'}, {'CCONJ': 'а'}, {'ADV': 'вдруг'}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'расшифровать'}, {'NOUN': 'символ'}, {'PUNCT': ','}, {'ADJ': 'достойный'}, {'VERB': 'получить'}, {'PROPN': 'дар'}, {'PUNCT': '?'}, {'PUNCT': '»'}, {'PUNCT': ','}, {'PUNCT': '«'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'SCONJ': 'если'}, {'PRON': 'это'}, {'PART': 'и'}, {'ADV': 'впрямь'}, {'ADJ': 'бузинный'}, {'NOUN': 'палочка'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PART': 'же'}, {'PRON': 'мы'}, {'PUNCT': ','}, {'ADV': 'спрашивается'}, {'PUNCT': ','}, {'VERB': 'прикончить'}, {'ADV': 'сам-знаешь-кого'}, {'PUNCT': '?'}, {'PUNCT': '»'}, {'PUNCT': '.'}];"кто; как";[{'PRON': 'кто'}, {'SCONJ': 'как'}]
10578;"Гарри чувствовал, что по-прежнему блуждает втемноте; он вроде и выбрал путь, но продолжал оглядываться назад: вдруг он неверно истолковал знаки, вдруг пошел не по той дороге?";32;"[{'PROPN': 'гарри'}, {'VERB': 'чувствовать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'по-прежнему'}, {'VERB': 'блуждать'}, {'ADV': 'втемноте'}, {'PUNCT': ';'}, {'PRON': 'он'}, {'ADV': 'вроде'}, {'CCONJ': 'и'}, {'VERB': 'выбрать'}, {'NOUN': 'путь'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'VERB': 'продолжать'}, {'VERB': 'оглядываться'}, {'ADV': 'назад'}, {'PUNCT': ':'}, {'ADV': 'вдруг'}, {'PRON': 'он'}, {'ADV': 'неверно'}, {'VERB': 'истолковать'}, {'NOUN': 'знак'}, {'PUNCT': ','}, {'ADV': 'вдруг'}, {'VERB': 'пойти'}, {'PART': 'не'}, {'ADP': 'по'}, {'DET': 'тот'}, {'NOUN': 'дорога'}, {'PUNCT': '?'}]";что;[{'SCONJ': 'что'}]
10791;Тайны и ложь, так мы и росли… и Альбус… он был в этом дока…Не превращается ли он в Думбльдора, цепляясь за свои секреты и никому не доверяя?;34;[{'PROPN': 'тайна'}, {'CCONJ': 'и'}, {'NOUN': 'ложь'}, {'PUNCT': ','}, {'ADV': 'так'}, {'PRON': 'мы'}, {'PART': 'и'}, {'VERB': 'расти'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'PROPN': 'альбус'}, {'PUNCT': '…'}, {'PRON': 'он'}, {'AUX': 'быть'}, {'ADP': 'в'}, {'PRON': 'это'}, {'NOUN': 'док'}, {'PUNCT': '…'}, {'PART': 'не'}, {'VERB': 'превращаться'}, {'PART': 'ли'}, {'PRON': 'он'}, {'ADP': 'в'}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'VERB': 'цепляться'}, {'ADP': 'за'}, {'DET': 'свой'}, {'NOUN': 'секрет'}, {'CCONJ': 'и'}, {'PRON': 'никто'}, {'PART': 'не'}, {'VERB': 'доверять'}, {'PUNCT': '?'}];0;0
11013;Ее бледные глаза скользнули по платформе: коты мяукали на руках хозяев, совы махали крыльями и, ухая, переговаривались из клеток, школьники, кое-кто уже в длинных черных мантиях, грузили сундуки в поезд и весело вопили, приветствуя друг друга после долгого лета. – …думаешь, я сплю и вижу стать… чокнутой?;60;[{'DET': 'ее'}, {'ADJ': 'бледный'}, {'NOUN': 'глаз'}, {'VERB': 'скользнуть'}, {'ADP': 'по'}, {'NOUN': 'платформа'}, {'PUNCT': ':'}, {'NOUN': 'кот'}, {'VERB': 'мяукать'}, {'ADP': 'на'}, {'NOUN': 'рука'}, {'NOUN': 'хозяин'}, {'PUNCT': ','}, {'NOUN': 'сова'}, {'VERB': 'махать'}, {'NOUN': 'крыло'}, {'CCONJ': 'и'}, {'PUNCT': ','}, {'NOUN': 'ухая'}, {'PUNCT': ','}, {'VERB': 'переговариваться'}, {'ADP': 'из'}, {'NOUN': 'клетка'}, {'PUNCT': ','}, {'NOUN': 'школьник'}, {'PUNCT': ','}, {'PRON': 'кое-кто'}, {'ADV': 'уже'}, {'ADP': 'в'}, {'ADJ': 'длинный'}, {'ADJ': 'черный'}, {'NOUN': 'мантия'}, {'PUNCT': ','}, {'VERB': 'грузить'}, {'VERB': 'сундук'}, {'ADP': 'в'}, {'NOUN': 'поезд'}, {'CCONJ': 'и'}, {'ADV': 'весело'}, {'NOUN': 'вопить'}, {'PUNCT': ','}, {'VERB': 'приветствовать'}, {'PRON': 'друг'}, {'PRON': 'друг'}, {'ADP': 'после'}, {'ADJ': 'долгий'}, {'NOUN': 'лето'}, {'PUNCT': '.'}, {'PUNCT': '–'}, {'PUNCT': '…'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'спать'}, {'CCONJ': 'и'}, {'VERB': 'видеть'}, {'VERB': 'стать'}, {'PUNCT': '…'}, {'VERB': 'чокнутой'}, {'PUNCT': '?'}];0;0
11078;И признаюсь, я хотел бы смерти быстрой и безболезненной, а не медленной и мучительной, какой она станет, если, например, ей поспособствует Уолк – я слышал, Вольдеморт принял его в свои ряды?;39;[{'CCONJ': 'и'}, {'VERB': 'признаваться'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'хотеть'}, {'AUX': 'бы'}, {'NOUN': 'смерть'}, {'ADJ': 'быстрый'}, {'CCONJ': 'и'}, {'ADJ': 'безболезненный'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PART': 'не'}, {'ADJ': 'медленный'}, {'CCONJ': 'и'}, {'ADJ': 'мучительный'}, {'PUNCT': ','}, {'DET': 'какой'}, {'PRON': 'она'}, {'VERB': 'стать'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PUNCT': ','}, {'ADV': 'например'}, {'PUNCT': ','}, {'PRON': 'она'}, {'VERB': 'поспособствовать'}, {'PROPN': 'уолк'}, {'PUNCT': '–'}, {'PRON': 'я'}, {'VERB': 'слышать'}, {'PUNCT': ','}, {'PROPN': 'вольдеморт'}, {'VERB': 'принять'}, {'PRON': 'он'}, {'ADP': 'в'}, {'DET': 'свой'}, {'NOUN': 'ряд'}, {'PUNCT': '?'}];какой;[{'DET': 'какой'}]
11101;Он готов был отдать все, что ему еще осталось, лишь бы в последний раз посмотреть на Гермиону, Рона, Джинни, всех Уизли, Луну – но хватит ли тогда сил оторвать взгляд?;37;[{'PRON': 'он'}, {'ADJ': 'готовый'}, {'AUX': 'быть'}, {'VERB': 'отдать'}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'он'}, {'ADV': 'еще'}, {'VERB': 'остаться'}, {'PUNCT': ','}, {'PART': 'лишь'}, {'AUX': 'бы'}, {'ADP': 'в'}, {'ADJ': 'последний'}, {'NOUN': 'раз'}, {'VERB': 'посмотреть'}, {'ADP': 'на'}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'PROPN': 'джинни'}, {'PUNCT': ','}, {'PRON': 'весь'}, {'PROPN': 'уизли'}, {'PUNCT': ','}, {'PROPN': 'луна'}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'VERB': 'хватить'}, {'PART': 'ли'}, {'ADV': 'тогда'}, {'NOUN': 'сила'}, {'VERB': 'оторвать'}, {'NOUN': 'взгляд'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
