;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
2231;А что… вы ведь не были знакомы с папой?;11;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': '…'}, {'PRON': 'вы'}, {'PART': 'ведь'}, {'PART': 'не'}, {'AUX': 'быть'}, {'ADJ': 'знакомый'}, {'ADP': 'с'}, {'NOUN': 'папа'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2235;А можно еще раз попробовать?;6;[{'PROPN': 'а'}, {'ADV': 'можно'}, {'ADV': 'еще'}, {'NOUN': 'раз'}, {'VERB': 'попробовать'}, {'PUNCT': '?'}];0;0
2236;Всего разок?;3;[{'ADV': 'всего'}, {'ADV': 'разок'}, {'PUNCT': '?'}];0;0
2237;Ну что, через неделю в это же время?;10;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': ','}, {'ADP': 'через'}, {'NOUN': 'неделя'}, {'ADP': 'в'}, {'DET': 'это'}, {'PART': 'же'}, {'NOUN': 'время'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2238;Профессор Люпин?;3;[{'PROPN': 'профессор'}, {'PROPN': 'люпин'}, {'PUNCT': '?'}];0;0
2239;Раз вы знали моего папу, то и Сириуса Блэка тоже должны были знать?;15;[{'SCONJ': 'раз'}, {'PRON': 'вы'}, {'VERB': 'знать'}, {'DET': 'мой'}, {'NOUN': 'папа'}, {'PUNCT': ','}, {'SCONJ': 'то'}, {'PART': 'и'}, {'PROPN': 'сириус'}, {'PROPN': 'блэк'}, {'ADV': 'тоже'}, {'ADJ': 'должный'}, {'AUX': 'быть'}, {'VERB': 'знать'}, {'PUNCT': '?'}];0;0
2240;Почему ты так решил?;5;[{'ADV': 'почему'}, {'PRON': 'ты'}, {'ADV': 'так'}, {'VERB': 'решить'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
2241;Как ей это удается?;5;[{'ADV': 'как'}, {'PRON': 'она'}, {'PRON': 'это'}, {'VERB': 'удаваться'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
2242;Что удается?;3;[{'PRON': 'что'}, {'VERB': 'удаваться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2243;Ты же больше не теряешь сознание, правда?;9;[{'PRON': 'ты'}, {'PART': 'же'}, {'ADV': 'большой'}, {'PART': 'не'}, {'VERB': 'терять'}, {'NOUN': 'сознание'}, {'PUNCT': ','}, {'ADV': 'правда'}, {'PUNCT': '?'}];0;0
2244;Ну что?;3;[{'PART': 'ну'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2245;А что у дементоров под капюшоном?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'у'}, {'NOUN': 'дементор'}, {'ADP': 'под'}, {'NOUN': 'капюшон'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2248;Они убивают?;3;[{'PRON': 'они'}, {'VERB': 'убивать'}, {'PUNCT': '?'}];0;0
2250;Ты правда думаешь, что такого кто-то заслуживает?;9;[{'PRON': 'ты'}, {'ADV': 'правда'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'DET': 'такой'}, {'PRON': 'кто-то'}, {'VERB': 'заслуживать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
2251;И можно его взять?;5;[{'CCONJ': 'и'}, {'ADV': 'можно'}, {'PRON': 'он'}, {'VERB': 'взять'}, {'PUNCT': '?'}];0;0
2253;И еще, Поттер, – постарайтесь выиграть, хорошо?;11;[{'CCONJ': 'и'}, {'ADV': 'еще'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'постараться'}, {'VERB': 'выиграть'}, {'PUNCT': ','}, {'ADV': 'хорошо'}, {'PUNCT': '?'}];0;0
2254;Уже отдала?;3;[{'ADV': 'уже'}, {'VERB': 'отдать'}, {'PUNCT': '?'}];0;0
2255;Слушай, а можно все-таки мне полетать?;8;[{'VERB': 'слушать'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'можно'}, {'PART': 'все-таки'}, {'PRON': 'я'}, {'VERB': 'полетать'}, {'PUNCT': '?'}];0;0
2257;Знаешь что?;3;[{'VERB': 'знать'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2258;Где взял, Гарри?;5;[{'ADV': 'где'}, {'VERB': 'взять'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];где;[{'ADV': 'где'}]
2259;Дашь покататься?;3;[{'VERB': 'дать'}, {'VERB': 'покататься'}, {'PUNCT': '?'}];0;0
2260;Ты уже на ней летал?;6;[{'PRON': 'ты'}, {'ADV': 'уже'}, {'ADP': 'на'}, {'PRON': 'она'}, {'VERB': 'летать'}, {'PUNCT': '?'}];0;0
2261;Можно простоподержать,Гарри?;5;[{'ADV': 'можно'}, {'VERB': 'простоподержать'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];0;0
2262;Видишь, Гермиона?;4;[{'VERB': 'видеть'}, {'PUNCT': ','}, {'PROPN': 'гермиона'}, {'PUNCT': '?'}];0;0
2263;Можно с тобой посидеть?;5;[{'ADV': 'можно'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'VERB': 'посидеть'}, {'PUNCT': '?'}];0;0
2264;Когда ты все успеваешь?;5;[{'SCONJ': 'когда'}, {'PRON': 'ты'}, {'PRON': 'весь'}, {'VERB': 'успевать'}, {'PUNCT': '?'}];когда;[{'SCONJ': 'когда'}]
2265;Может, отказаться хотя бы от пары предметов?;9;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'VERB': 'отказаться'}, {'PART': 'хотя'}, {'PART': 'бы'}, {'ADP': 'от'}, {'NOUN': 'пара'}, {'NOUN': 'предмет'}, {'PUNCT': '?'}];0;0
2266;Рон, в чем?;5;[{'PROPN': 'рон'}, {'PUNCT': ','}, {'ADP': 'в'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2267;ЗНАЕШЬ ЧТО?;3;[{'VERB': 'знать'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2268;Помнишь, Гарри?;4;[{'VERB': 'помнить'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];0;0
2269;Что толку сидеть и стонать?;6;[{'SCONJ': 'что'}, {'VERB': 'толочь'}, {'VERB': 'сидеть'}, {'CCONJ': 'и'}, {'VERB': 'стонать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
2270;А можно мне будет забить пару мячей?;8;[{'PROPN': 'а'}, {'ADV': 'можно'}, {'PRON': 'я'}, {'AUX': 'быть'}, {'VERB': 'забить'}, {'NOUN': 'пара'}, {'NOUN': 'мяч'}, {'PUNCT': '?'}];0;0
2271;Э-э-э… мадам Самогони?;5;[{'PROPN': 'э-э-э'}, {'PUNCT': '…'}, {'NOUN': 'мадам'}, {'PROPN': 'самогнать'}, {'PUNCT': '?'}];0;0
2272;Ничего, если Гарри возьмет метлу?;7;[{'PRON': 'ничто'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PROPN': 'гарри'}, {'VERB': 'взять'}, {'NOUN': 'метла'}, {'PUNCT': '?'}];0;0
2273;Гарри, ты решил свои проблемы с дементорами?;9;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'VERB': 'решить'}, {'DET': 'свой'}, {'NOUN': 'проблема'}, {'ADP': 'с'}, {'NOUN': 'дементор'}, {'PUNCT': '?'}];0;0
2274;Что случилось?;3;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2276;Видал эту рожу?;4;[{'PROPN': 'видать'}, {'DET': 'этот'}, {'NOUN': 'рожа'}, {'PUNCT': '?'}];0;0
2277;–А то где я возьму десять галлеонов?. .;10;[{'PUNCT': '–'}, {'CCONJ': 'а'}, {'PRON': 'тот'}, {'ADV': 'где'}, {'PRON': 'я'}, {'VERB': 'взять'}, {'NUM': 'десять'}, {'NOUN': 'галлеон'}, {'PUNCT': '?.'}, {'PUNCT': '.'}];где;[{'ADV': 'где'}]
2278;Уверен, что справишься с такой метлой, Поттер?;10;[{'ADJ': 'уверенный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'справиться'}, {'ADP': 'с'}, {'DET': 'такой'}, {'NOUN': 'метла'}, {'PUNCT': ','}, {'PROPN': 'поттер'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
2279;ВАМ ЧТО, ПЛАТЯТ ЗА РЕКЛАМУ «ВСПОЛОХА»?;10;[{'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'платить'}, {'ADP': 'за'}, {'NOUN': 'реклама'}, {'PUNCT': '«'}, {'NOUN': 'всполох'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2280;ВЫ БУДЕТЕ КОММЕНТИРОВАТЬ МАТЧ ИЛИ НЕТ?;7;[{'NOUN': 'вы'}, {'VERB': 'быть'}, {'VERB': 'комментировать'}, {'NOUN': 'матч'}, {'CCONJ': 'или'}, {'PART': 'нет'}, {'PUNCT': '?'}];0;0
2281;Как вам это удалось?;5;[{'ADV': 'как'}, {'PRON': 'вы'}, {'PRON': 'это'}, {'VERB': 'удаться'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
2282;Ты хоть на матче-то была?;6;[{'PRON': 'ты'}, {'ADV': 'хоть'}, {'ADP': 'на'}, {'NOUN': 'матч-то'}, {'VERB': 'быть'}, {'PUNCT': '?'}];0;0
2283;Да ладно тебе, Гермиона, пойдем, съешь чего-нибудь, – предложил Гарри и оглянулся на Рона – может, тот развеселился и готов зарыть топор войны?;29;[{'PART': 'да'}, {'PART': 'ладно'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'PROPN': 'гермиона'}, {'PUNCT': ','}, {'VERB': 'пойти'}, {'PUNCT': ','}, {'VERB': 'съесть'}, {'PRON': 'что-нибудь'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'предложить'}, {'PROPN': 'гарри'}, {'CCONJ': 'и'}, {'VERB': 'оглянуться'}, {'ADP': 'на'}, {'PROPN': 'рон'}, {'PUNCT': '–'}, {'VERB': 'мочь'}, {'PUNCT': ','}, {'DET': 'тот'}, {'NOUN': 'развеселиться'}, {'CCONJ': 'и'}, {'ADJ': 'готовый'}, {'VERB': 'зарыть'}, {'NOUN': 'топор'}, {'NOUN': 'война'}, {'PUNCT': '?'}];0;0
2284;Может, хватит уже?;5;[{'VERB': 'мочь'}, {'PUNCT': ','}, {'VERB': 'хватить'}, {'ADV': 'уже'}, {'PUNCT': '?'}];0;0
2285;Что такое?;3;[{'PRON': 'что'}, {'DET': 'такой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2287;Тебе точно не приснилось?;5;[{'PRON': 'ты'}, {'PART': 'точно'}, {'PART': 'не'}, {'ADJ': 'присниться'}, {'PUNCT': '?'}];0;0
2288;Кто кричал?;3;[{'PRON': 'кто'}, {'VERB': 'кричать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2289;Вы куда?;3;[{'PRON': 'вы'}, {'ADV': 'куда'}, {'PUNCT': '?'}];куда;[{'ADV': 'куда'}]
2290;Тыуверен,что тебе не приснилось, Рон?;9;[{'PROPN': 'тыуверен'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'присниться'}, {'PUNCT': ','}, {'PROPN': 'рон'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
2291;Что за шум?;4;[{'PRON': 'что'}, {'ADP': 'за'}, {'NOUN': 'шум'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2292;Чего, продолжаем?;4;[{'PRON': 'что'}, {'PUNCT': ','}, {'VERB': 'продолжать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2293;Как, скажите на милость, Блэк мог пройти через портрет?;12;[{'ADV': 'как'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'ADP': 'на'}, {'NOUN': 'милость'}, {'PUNCT': ','}, {'PROPN': 'блэк'}, {'VERB': 'мочь'}, {'VERB': 'пройти'}, {'ADP': 'через'}, {'NOUN': 'портрет'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
2294;Сэр Кэдоган, вы впускали в башню какого-нибудь мужчину?;10;[{'PROPN': 'сэр'}, {'PROPN': 'кэдоган'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'впускать'}, {'ADP': 'в'}, {'NOUN': 'башня'}, {'DET': 'какой-нибудь'}, {'NOUN': 'мужчина'}, {'PUNCT': '?'}];0;0
2295;Только что?;3;[{'PART': 'только'}, {'SCONJ': 'что'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
2297;Кто из вас, – дребезжащим голосом спросила она, – какой безмерно глупый человек записал пароли этой недели на бумажке, а потом бросил где попало?;28;[{'PRON': 'кто'}, {'ADP': 'из'}, {'PRON': 'вы'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'дребезжать'}, {'NOUN': 'голос'}, {'VERB': 'спросить'}, {'PRON': 'она'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'DET': 'какой'}, {'ADV': 'безмерно'}, {'ADJ': 'глупый'}, {'NOUN': 'человек'}, {'VERB': 'записать'}, {'NOUN': 'пароль'}, {'DET': 'этот'}, {'NOUN': 'неделя'}, {'ADP': 'на'}, {'NOUN': 'бумажка'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'потом'}, {'VERB': 'бросить'}, {'ADV': 'где'}, {'VERB': 'попасть'}, {'PUNCT': '?'}];"кто; какой; где";[{'PRON': 'кто'}, {'DET': 'какой'}, {'ADV': 'где'}]
2298;Как думаешь, надо кому-то сказать?;7;[{'ADV': 'как'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'ADV': 'надо'}, {'PRON': 'кто-то'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
2299;Я подумал, это во сне, понимаете?;9;[{'PRON': 'я'}, {'VERB': 'подумать'}, {'PUNCT': ','}, {'PRON': 'это'}, {'ADP': 'в'}, {'NOUN': 'сон'}, {'PUNCT': ','}, {'VERB': 'понимать'}, {'PUNCT': '?'}];0;0
2300;Чего ему было убегать?;5;[{'PRON': 'что'}, {'PRON': 'он'}, {'AUX': 'быть'}, {'VERB': 'убегать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2301;Что помешало перепутавшему кровати Блэку прикончить Рона, чтоб не орал, а потом уже отыскать Гарри?;18;[{'PRON': 'что'}, {'VERB': 'помешать'}, {'ADJ': 'перепутать'}, {'NOUN': 'кровать'}, {'PROPN': 'блэк'}, {'VERB': 'прикончить'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'SCONJ': 'чтоб'}, {'PART': 'не'}, {'VERB': 'орать'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADV': 'потом'}, {'ADV': 'уже'}, {'VERB': 'отыскать'}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2302;Как насчет попить со мной чаю сегодня после шести?;10;[{'ADV': 'как'}, {'ADP': 'насчет'}, {'VERB': 'попить'}, {'ADP': 'с'}, {'PRON': 'я'}, {'NOUN': 'чай'}, {'ADV': 'сегодня'}, {'ADP': 'после'}, {'NUM': 'шесть'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
2303;Как жизнь, Огрид?;5;[{'ADV': 'как'}, {'NOUN': 'жизнь'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];как;[{'ADV': 'как'}]
2304;Рассказать тебе про субботнюю ночь?;6;[{'VERB': 'рассказать'}, {'PRON': 'ты'}, {'ADP': 'про'}, {'ADJ': 'субботний'}, {'NOUN': 'ночь'}, {'PUNCT': '?'}];0;0
2305;А это зачем, Огрид?;6;[{'CCONJ': 'а'}, {'PRON': 'это'}, {'ADV': 'зачем'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];зачем;[{'ADV': 'зачем'}]
2307;А что с ней?;5;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'она'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2308;И ведь еще нашла время помогать мне с Конькуром, а?;12;[{'CCONJ': 'и'}, {'PART': 'ведь'}, {'ADV': 'еще'}, {'VERB': 'найти'}, {'NOUN': 'время'}, {'VERB': 'помогать'}, {'PRON': 'я'}, {'ADP': 'с'}, {'PROPN': 'конькур'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];0;0
2309;Что скажешь?;3;[{'PRON': 'что'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2310;Кто-то что-то сказал или мне померещилось?;7;[{'PRON': 'кто-то'}, {'PRON': 'что-то'}, {'VERB': 'сказать'}, {'CCONJ': 'или'}, {'PRON': 'я'}, {'VERB': 'померещиться'}, {'PUNCT': '?'}];0;0
2311;Рон, как ты можешь его туда тащить?;9;[{'PROPN': 'рон'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PRON': 'ты'}, {'VERB': 'мочь'}, {'PRON': 'он'}, {'ADV': 'туда'}, {'VERB': 'тащить'}, {'PUNCT': '?'}];как;[{'SCONJ': 'как'}]
2312;Мало тебе твоих подвигов?;5;[{'ADV': 'мало'}, {'PRON': 'ты'}, {'DET': 'твой'}, {'NOUN': 'подвиг'}, {'PUNCT': '?'}];0;0
2313;Ну так что?;4;[{'PART': 'ну'}, {'ADV': 'так'}, {'SCONJ': 'что'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
2314;Ты что тут делаешь?;5;[{'PRON': 'ты'}, {'PRON': 'что'}, {'ADV': 'тут'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2315;Сыграем в карты-хлопушки?;4;[{'VERB': 'сыграть'}, {'ADP': 'в'}, {'NOUN': 'карта-хлопушка'}, {'PUNCT': '?'}];0;0
2316;И что же мы тут делаем?;7;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PART': 'же'}, {'PRON': 'мы'}, {'ADV': 'тут'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2317;В самом деле?;4;[{'ADP': 'в'}, {'ADJ': 'сам'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];0;0
2318;Почему так долго?;4;[{'ADV': 'почему'}, {'ADV': 'так'}, {'ADV': 'долго'}, {'PUNCT': '?'}];почему;[{'ADV': 'почему'}]
2319;Ты где?;3;[{'PRON': 'ты'}, {'ADV': 'где'}, {'PUNCT': '?'}];где;[{'ADV': 'где'}]
2320;Ты еще здесь?;4;[{'PRON': 'ты'}, {'ADV': 'еще'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];0;0
2321;Ты что здесь делаешь, Уизли?;7;[{'PRON': 'ты'}, {'PRON': 'что'}, {'ADV': 'здесь'}, {'VERB': 'делать'}, {'PUNCT': ','}, {'PROPN': 'уизли'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2322;Был бы счастлив здесь пожить, а?;8;[{'AUX': 'быть'}, {'AUX': 'бы'}, {'ADJ': 'счастливый'}, {'ADV': 'здесь'}, {'VERB': 'пожить'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];0;0
2323;Мечтаешь о собственной спальне?;5;[{'NOUN': 'мечтаешь'}, {'ADP': 'о'}, {'ADJ': 'собственный'}, {'NOUN': 'спальня'}, {'PUNCT': '?'}];0;0
2324;Говорят, вся ваша семейка спит в одной комнате – это правда?;13;[{'VERB': 'говорить'}, {'PUNCT': ','}, {'DET': 'весь'}, {'DET': 'ваш'}, {'NOUN': 'семейка'}, {'VERB': 'спать'}, {'ADP': 'в'}, {'NUM': 'один'}, {'NOUN': 'комната'}, {'PUNCT': '–'}, {'PART': 'это'}, {'NOUN': 'правда'}, {'PUNCT': '?'}];0;0
2325;Что та…?;3;[{'SCONJ': 'что'}, {'DET': 'тот'}, {'PUNCT': '…?'}];что;[{'SCONJ': 'что'}]
2326;Что это было?;4;[{'PRON': 'что'}, {'PRON': 'это'}, {'AUX': 'быть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
2327;Кто это сделал?;4;[{'PRON': 'кто'}, {'PRON': 'это'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2328;Поверит ли Малфой в то, что видел?;9;[{'PROPN': 'поверить'}, {'PART': 'ли'}, {'PROPN': 'малфа'}, {'ADP': 'в'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'VERB': 'видеть'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
